Num_sentences,sentence_number,sentence,answer,PureGrammarProfile,C【基本语义及用法】,【例句】,【结构特点】,prompt1,prompt2
7079,2,本来有很多想法要分享，可是一开口真不知该说什么好。,T,固定格式：不知……好,"
表示遇到事情不知道该怎么办。
","
1.这件事很复杂，不知如何解决才好。
2.看他紧张得手心都是汗，我也不知说什么好。
3.真不知怎么报答你们才好。
","
固定短语“不知……好”中间一般加动词性成分，动词经常受“怎么、如何、什么”等代词的修饰。
(S+) 不知 + 怎么 VP/如何 VP/V 什么 (+才) + 好
我 真的 不知 怎么 哄你 才好。
不知 如何 解决 才好。
不知 说 什么 好。","请判断：在句子“本来有很多想法要分享，可是一开口真不知该说什么好。”中，是否包含语法点[固定格式：不知……好?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[固定格式：不知……好]表示
表示遇到事情不知道该怎么办。
例句如下
1.这件事很复杂，不知如何解决才好。
2.看他紧张得手心都是汗，我也不知说什么好。
3.真不知怎么报答你们才好。
请判断：在句子“本来有很多想法要分享，可是一开口真不知该说什么好。”中，是否包含语法点[固定格式：不知……好?
如果包含，请仅回答T
如果不包含，请仅回答F"
2087,8,客厅没有卧室那么温馨。,T,比较句2：A有B(+这么/那么)+形容词,"表示A在性状、程度上与B一致，差别不大。
","
1.你哥哥有你高吗？
2.她家的院子有球场那么大。
3.你妹妹的中文有你这么流利吗？
","

1. 肯定形式：A+有+B(+这么/那么)+Adj
   例如：她家的院子有球场那么大。

2. 否定形式：A+没有+B(+这么/那么)+Adj
   例如：教室没有图书馆那么安静。
          这本书没有那本书好看。

","请判断：在句子“客厅没有卧室那么温馨。”中，是否包含语法点[比较句2：A有B(+这么/那么)+形容词?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[比较句2：A有B(+这么/那么)+形容词]表示表示A在性状、程度上与B一致，差别不大。
例句如下
1.你哥哥有你高吗？
2.她家的院子有球场那么大。
3.你妹妹的中文有你这么流利吗？
请判断：在句子“客厅没有卧室那么温馨。”中，是否包含语法点[比较句2：A有B(+这么/那么)+形容词?
如果包含，请仅回答T
如果不包含，请仅回答F"
2060,1,他穿过马路时，差点被车撞到。,F,动态助词：过,"用在动词后,表示动作行为在过去曾经发生。
","
1.我去过中国。
2.他学过一点儿中文。
3.我喜欢过一个女孩儿。
","
“过”用在动词后。
S+V+过(+O)
我去过中国。

","请判断：在句子“他穿过马路时，差点被车撞到。”中，是否包含语法点[动态助词：过?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[动态助词：过]表示用在动词后,表示动作行为在过去曾经发生。
例句如下
1.我去过中国。
2.他学过一点儿中文。
3.我喜欢过一个女孩儿。
请判断：在句子“他穿过马路时，差点被车撞到。”中，是否包含语法点[动态助词：过?
如果包含，请仅回答T
如果不包含，请仅回答F"
2003,1,该公司的产品在市场上非常受欢迎。,F,能愿动词：该、应该,"表示某事的发生从情理上讲是理所当然的，或者估计某事必然如此。“应该”在口语和书面语中都可以使用，“该”常用于口语。
","
1.你该吃药了。
2.你们应该去检查一下儿身体。
3.你应该跟老师说一下儿。
","
能愿动词“该、应该”用在动词性成分的前边。

1. 肯定形式：
   S+该/应该+VP
   例：你该吃药了。
       你们应该去检查一下儿身体。

2. 否定形式：
   S+不+该/应该+VP
   例：你不(应)该只关心自己。

3. 正反疑问形式：
   a. S+该+不该+VP?
      例：我该不该帮他?
   b. S+应/应该+不应该+VP?
      例：我应/应该不应该帮他?

","请判断：在句子“该公司的产品在市场上非常受欢迎。”中，是否包含语法点[能愿动词：该、应该?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[能愿动词：该、应该]表示表示某事的发生从情理上讲是理所当然的，或者估计某事必然如此。“应该”在口语和书面语中都可以使用，“该”常用于口语。
例句如下
1.你该吃药了。
2.你们应该去检查一下儿身体。
3.你应该跟老师说一下儿。
请判断：在句子“该公司的产品在市场上非常受欢迎。”中，是否包含语法点[能愿动词：该、应该?
如果包含，请仅回答T
如果不包含，请仅回答F"
2080,7,她有一头乌黑的长发。,F,“有”字句2：表示评价、达到,"由动词“有”充当谓语核心的句子，可以表示评价、达到。
","
1.他有一米八高。
2.他有三十多岁。
3.从我家到学校只有两公里。
","
1. 肯定句式：
   S+有+NumP(+Adj)
   例：他有一米八(高)。
       他有三十多岁。

2. 否定句式：
   S+没有+NumP(+Adj)
   例：他没有一米八(高)。
       他没有三十多岁。

3. 正反疑问句式：
   S+有+这/那NumP(+Adj)？
   例：他有这一米八(高)？
       他有这三十多岁？","请判断：在句子“她有一头乌黑的长发。”中，是否包含语法点[“有”字句2：表示评价、达到?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[“有”字句2：表示评价、达到]表示由动词“有”充当谓语核心的句子，可以表示评价、达到。
例句如下
1.他有一米八高。
2.他有三十多岁。
3.从我家到学校只有两公里。
请判断：在句子“她有一头乌黑的长发。”中，是否包含语法点[“有”字句2：表示评价、达到?
如果包含，请仅回答T
如果不包含，请仅回答F"
7006,4,你往北走，走到尽北边就能看见图书馆。,T,程度副词：尽(jìn),"
意思是“最”，用在方位名词前边。一般用于口语。
","
1.坐在尽前头的是我女朋友。
2.尽北边有一个空位，你可以考虑那个位置。
3.洗手间在走廊的尽东边。
","
“尽”一般用于双音节方位名词前边。
尽 + N 方
尽北边有一个空位。
洗手间在走廊的尽东边。","请判断：在句子“你往北走，走到尽北边就能看见图书馆。”中，是否包含语法点[程度副词：尽(jìn)?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[程度副词：尽(jìn)]表示
意思是“最”，用在方位名词前边。一般用于口语。
例句如下
1.坐在尽前头的是我女朋友。
2.尽北边有一个空位，你可以考虑那个位置。
3.洗手间在走廊的尽东边。
请判断：在句子“你往北走，走到尽北边就能看见图书馆。”中，是否包含语法点[程度副词：尽(jìn)?
如果包含，请仅回答T
如果不包含，请仅回答F"
2061,8,音响开着。,T,动态助词：着,"用在动词后，表示动作或状态的持续。
","
1.门关着。
2.他穿着一件黑色的大衣。
3.孩子们在教室里高兴地唱着歌。
","
“着”用在动词后边。
S+V+着(+O)
例：桌子上放着一本书。
例：电视开着。

","请判断：在句子“音响开着。”中，是否包含语法点[动态助词：着?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[动态助词：着]表示用在动词后，表示动作或状态的持续。
例句如下
1.门关着。
2.他穿着一件黑色的大衣。
3.孩子们在教室里高兴地唱着歌。
请判断：在句子“音响开着。”中，是否包含语法点[动态助词：着?
如果包含，请仅回答T
如果不包含，请仅回答F"
5046,7,这个问题的复杂程度高得不行，需要专家来解决。,F,固定短语：不得了,"表示非常厉害 (意义积极) 或情况非常严重 (意义消极)，情绪往往比较激动或表示夸张。用于口语。  
","
1.你又考了第一名，真是不得了！
2.不得了了，房间里进水了。
3.完了完了，不得了了，电脑坏了。
","  
1. S + 不得了  
   如果出了事故，那可不得了。

2. 不得了了，S + VP  
   不得了了，房间里进水了。

3. 不得了 + 的 + N  
   父母在孩子眼中都是非常不得了的人物。

","请判断：在句子“这个问题的复杂程度高得不行，需要专家来解决。”中，是否包含语法点[固定短语：不得了?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[固定短语：不得了]表示表示非常厉害 (意义积极) 或情况非常严重 (意义消极)，情绪往往比较激动或表示夸张。用于口语。  
例句如下
1.你又考了第一名，真是不得了！
2.不得了了，房间里进水了。
3.完了完了，不得了了，电脑坏了。
请判断：在句子“这个问题的复杂程度高得不行，需要专家来解决。”中，是否包含语法点[固定短语：不得了?
如果包含，请仅回答T
如果不包含，请仅回答F"
5087,7,小明 怎么都 不愿意承认自己的错误。,T,用“怎么都/也+不/没”表示强调,"强调在各种条件下都不能或没有完成某个动作或实现某种结果。
","
1.她怎么都没想到自己会失败。
2.妈妈怎么都不同意。
3.昨天晚上我怎么也睡不着。
","
1. S + 怎么都/也 + 不 + VP
   妈妈 怎么都 不 同意我的要求。
2. S + 怎么都/也 + V1 + 不 + Adj/V2
   有些人 怎么也 吃 不 胖。
   昨天晚上 我 怎么也 睡 不 着。
3. S + 怎么都/也 + 没 + VP
   她 怎么都 没 想到自己会失败。","请判断：在句子“小明 怎么都 不愿意承认自己的错误。”中，是否包含语法点[用“怎么都/也+不/没”表示强调?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[用“怎么都/也+不/没”表示强调]表示强调在各种条件下都不能或没有完成某个动作或实现某种结果。
例句如下
1.她怎么都没想到自己会失败。
2.妈妈怎么都不同意。
3.昨天晚上我怎么也睡不着。
请判断：在句子“小明 怎么都 不愿意承认自己的错误。”中，是否包含语法点[用“怎么都/也+不/没”表示强调?
如果包含，请仅回答T
如果不包含，请仅回答F"
7089,5,大家为他的精彩演讲所感动。,T,被动句5：为……所……,"
固定结构“为……所……”表示事情发生或者事物发生变化后产生的结果，用“为”引出动作的实施者，前面的主语是动作的受事者。一般用于书面语。
","
1.他这种行为，为人类社会所不容。
2.领导的这种行为往往不为人所信任。
3.大家都为他那优美的歌声所吸引。
","
固定结构“为……所……”中的谓语动词一般为双音节。
1. 肯定形式：
   S + 为 + O + 所 + V 双
   他这种行为 为 人类社会 所 不容。

2. 否定形式：
   a. S + 没/没有 + 为 + O + 所 + V 双 (陈述客观事实)
      这种局面 最终 没/没有 为 我们 所 控制。
   b. S + 不能/不要 + 为 + O + 所 + V 双 (表达主观意愿)
      他提出的建议 不能 为 公司 所 接受。

","请判断：在句子“大家为他的精彩演讲所感动。”中，是否包含语法点[被动句5：为……所……?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[被动句5：为……所……]表示
固定结构“为……所……”表示事情发生或者事物发生变化后产生的结果，用“为”引出动作的实施者，前面的主语是动作的受事者。一般用于书面语。
例句如下
1.他这种行为，为人类社会所不容。
2.领导的这种行为往往不为人所信任。
3.大家都为他那优美的歌声所吸引。
请判断：在句子“大家为他的精彩演讲所感动。”中，是否包含语法点[被动句5：为……所……?
如果包含，请仅回答T
如果不包含，请仅回答F"
